member,bioguide_id,party,state,Immigration_total_score,Immigration_vote_totals,Immigration_mean_score,Immigration_final_score,Healthcare_total_score,Healthcare_vote_totals,Healthcare_mean_score,Healthcare_final_score,Taxes_spending_budget_total_score,Taxes_spending_budget_vote_totals,Taxes_spending_budget_mean_score,Taxes_spending_budget_final_score,Education_total_score,Education_vote_totals,Education_mean_score,Education_final_score,Climate_environment_total_score,Climate_environment_vote_totals,Climate_environment_mean_score,Climate_environment_final_score,Nominations_total_score,Nominations_vote_totals,Nominations_mean_score,Nominations_final_score,Entitlements_welfare_total_score,Entitlements_welfare_vote_totals,Entitlements_welfare_mean_score,Entitlements_welfare_final_score,Military_national_security_total_score,Military_national_security_vote_totals,Military_national_security_mean_score,Military_national_security_final_score,Technology_total_score,Technology_vote_totals,Technology_mean_score,Technology_final_score,Business_employment_total_score,Business_employment_vote_totals,Business_employment_mean_score,Business_employment_final_score,Miscellaneous_total_score,Miscellaneous_vote_totals,Miscellaneous_mean_score,Miscellaneous_final_score
Steve Daines,,R,MT,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,22,22,1.0,100.0,7,7,1.0,100.0,17,17,1.0,100.0,19,20,0.95,90.0,18,18,1.0,100.0,16,16,1.0,100.0,7,9,0.777778,55.5556,18,18,1.0,100.0
Tammy Duckworth,,D,IL,0,7,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,0,7,0.0,-100.0,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,18,0.0,-100.0
Richard Durbin,,D,IL,3,7,0.428571,-14.2857,0,12,0.0,-100.0,0,11,0.0,-100.0,2,22,0.090909,-81.8182,1,7,0.142857,-71.4286,1,17,0.058824,-88.2353,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Joni Ernst,,R,IA,7,7,1.0,100.0,11,12,0.916667,83.3333,10,11,0.909091,81.8182,22,22,1.0,100.0,7,7,1.0,100.0,14,17,0.823529,64.7059,14,20,0.7,40.0,15,15,1.0,100.0,13,16,0.8125,62.5,8,9,0.888889,77.7778,18,18,1.0,100.0
John Fetterman,,D,PA,0,4,0.0,-100.0,4,8,0.5,0.0,2,7,0.285714,-42.8571,6,21,0.285714,-42.8571,2,2,1.0,100.0,5,15,0.333333,-33.3333,2,12,0.166667,-66.6667,0,11,0.0,-100.0,0,5,0.0,-100.0,0,2,0.0,-100.0,2,13,0.153846,-69.2308
Deb Fischer,,R,NE,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,22,22,1.0,100.0,7,7,1.0,100.0,17,17,1.0,100.0,20,20,1.0,100.0,18,18,1.0,100.0,16,16,1.0,100.0,9,9,1.0,100.0,18,18,1.0,100.0
Ruben Gallego,,D,AZ,0,3,0.0,-100.0,0,4,0.0,-100.0,0,3,0.0,-100.0,2,17,0.117647,-76.4706,1,2,0.5,0.0,3,13,0.230769,-53.8462,0,10,0.0,-100.0,0,13,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Kirsten Gillibrand,,D,NY,0,7,0.0,-100.0,2,12,0.166667,-66.6667,1,11,0.090909,-81.8182,2,22,0.090909,-81.8182,2,7,0.285714,-42.8571,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Lindsey Graham,,R,SC,7,7,1.0,100.0,9,12,0.75,50.0,11,11,1.0,100.0,18,19,0.947368,89.4737,4,6,0.666667,33.3333,15,17,0.882353,76.4706,17,20,0.85,70.0,15,18,0.833333,66.6667,13,16,0.8125,62.5,2,7,0.285714,-42.8571,16,18,0.888889,77.7778
Chuck Grassley,,R,IA,7,7,1.0,100.0,8,8,1.0,100.0,7,7,1.0,100.0,21,21,1.0,100.0,2,2,1.0,100.0,14,15,0.933333,86.6667,10,12,0.833333,66.6667,13,13,1.0,100.0,5,5,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0
Bill Hagerty,,R,TN,4,4,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,21,21,1.0,100.0,6,7,0.857143,71.4286,16,16,1.0,100.0,17,18,0.944444,88.8889,18,18,1.0,100.0,16,16,1.0,100.0,3,7,0.428571,-14.2857,18,18,1.0,100.0
Maggie Hassan,,D,NH,3,7,0.428571,-14.2857,0,12,0.0,-100.0,0,11,0.0,-100.0,4,22,0.181818,-63.6364,2,7,0.285714,-42.8571,4,17,0.235294,-52.9412,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Josh Hawley,,R,MO,7,7,1.0,100.0,10,12,0.833333,66.6667,11,11,1.0,100.0,18,20,0.9,80.0,6,7,0.857143,71.4286,14,16,0.875,75.0,18,20,0.9,80.0,18,18,1.0,100.0,14,14,1.0,100.0,9,9,1.0,100.0,18,18,1.0,100.0
Martin Heinrich,,D,NM,3,7,0.428571,-14.2857,2,12,0.166667,-66.6667,1,10,0.1,-80.0,2,19,0.105263,-78.9474,1,7,0.142857,-71.4286,0,17,0.0,-100.0,0,15,0.0,-100.0,0,17,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,16,0.0,-100.0
John Hickenlooper,,D,CO,3,7,0.428571,-14.2857,3,12,0.25,-50.0,1,11,0.090909,-81.8182,2,22,0.090909,-81.8182,2,7,0.285714,-42.8571,2,17,0.117647,-76.4706,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Mazie Hirono,,D,HI,0,7,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,1,7,0.142857,-71.4286,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
John Hoeven,,R,ND,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,22,22,1.0,100.0,7,7,1.0,100.0,16,17,0.941176,88.2353,18,20,0.9,80.0,18,18,1.0,100.0,16,16,1.0,100.0,9,9,1.0,100.0,18,18,1.0,100.0
Jon Husted,,R,OH,3,3,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,11,11,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Cindy Hyde-Smith,,R,MS,7,7,1.0,100.0,11,12,0.916667,83.3333,11,11,1.0,100.0,21,22,0.954545,90.9091,6,7,0.857143,71.4286,15,17,0.882353,76.4706,20,20,1.0,100.0,18,18,1.0,100.0,14,16,0.875,75.0,4,9,0.444444,-11.1111,18,18,1.0,100.0
Ron Johnson,,R,WI,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,21,21,1.0,100.0,6,7,0.857143,71.4286,17,17,1.0,100.0,20,20,1.0,100.0,18,18,1.0,100.0,16,16,1.0,100.0,9,9,1.0,100.0,14,16,0.875,75.0
James Justice,,R,WV,3,3,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,18,18,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,12,12,1.0,100.0
Timothy Kaine,,D,VA,3,7,0.428571,-14.2857,0,12,0.0,-100.0,2,11,0.181818,-63.6364,2,22,0.090909,-81.8182,1,7,0.142857,-71.4286,2,17,0.117647,-76.4706,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Mark Kelly,,D,AZ,3,7,0.428571,-14.2857,0,12,0.0,-100.0,0,11,0.0,-100.0,0,20,0.0,-100.0,0,5,0.0,-100.0,3,16,0.1875,-62.5,0,18,0.0,-100.0,0,16,0.0,-100.0,0,16,0.0,-100.0,0,7,0.0,-100.0,0,17,0.0,-100.0
John Kennedy,,R,LA,7,7,1.0,100.0,10,12,0.833333,66.6667,11,11,1.0,100.0,21,22,0.954545,90.9091,6,7,0.857143,71.4286,17,17,1.0,100.0,20,20,1.0,100.0,18,18,1.0,100.0,14,16,0.875,75.0,4,9,0.444444,-11.1111,17,18,0.944444,88.8889
Andy Kim,,D,NJ,0,3,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,19,0.105263,-78.9474,1,2,0.5,0.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,13,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Angus King,,I,ME,3,7,0.428571,-14.2857,0,12,0.0,-100.0,0,11,0.0,-100.0,2,22,0.090909,-81.8182,1,7,0.142857,-71.4286,2,17,0.117647,-76.4706,0,20,0.0,-100.0,0,18,0.0,-100.0,2,13,0.153846,-69.2308,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Amy Klobuchar,,D,MN,3,7,0.428571,-14.2857,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,0,7,0.0,-100.0,0,17,0.0,-100.0,0,20,0.0,-100.0,0,16,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,17,0.0,-100.0
James Lankford,,R,OK,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,22,22,1.0,100.0,7,7,1.0,100.0,17,17,1.0,100.0,20,20,1.0,100.0,18,18,1.0,100.0,16,16,1.0,100.0,9,9,1.0,100.0,18,18,1.0,100.0
Mike Lee,,R,UT,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,22,22,1.0,100.0,6,7,0.857143,71.4286,17,17,1.0,100.0,20,20,1.0,100.0,18,18,1.0,100.0,14,14,1.0,100.0,8,8,1.0,100.0,16,18,0.888889,77.7778
Ben Lujan,,D,NM,3,7,0.428571,-14.2857,2,12,0.166667,-66.6667,1,11,0.090909,-81.8182,2,22,0.090909,-81.8182,1,6,0.166667,-66.6667,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,7,0.0,-100.0,0,18,0.0,-100.0
Cynthia Lummis,,R,WY,7,7,1.0,100.0,12,12,1.0,100.0,9,11,0.818182,63.6364,22,22,1.0,100.0,7,7,1.0,100.0,16,16,1.0,100.0,14,18,0.777778,55.5556,18,18,1.0,100.0,15,15,1.0,100.0,9,9,1.0,100.0,16,16,1.0,100.0
Edward Markey,,D,MA,0,7,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,0,7,0.0,-100.0,1,17,0.058824,-88.2353,2,20,0.1,-80.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,18,0.0,-100.0
Roger Marshall,,R,KS,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,22,22,1.0,100.0,7,7,1.0,100.0,17,17,1.0,100.0,20,20,1.0,100.0,18,18,1.0,100.0,16,16,1.0,100.0,9,9,1.0,100.0,18,18,1.0,100.0
Mitch McConnell,,R,KY,4,4,1.0,100.0,9,12,0.75,50.0,11,11,1.0,100.0,20,21,0.952381,90.4762,6,7,0.857143,71.4286,14,17,0.823529,64.7059,14,19,0.736842,47.3684,13,16,0.8125,62.5,9,15,0.6,20.0,2,9,0.222222,-55.5556,13,14,0.928571,85.7143
David McCormick,,R,PA,3,3,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Jeff Merkley,,D,OR,0,7,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,0,7,0.0,-100.0,1,16,0.0625,-87.5,2,18,0.111111,-77.7778,0,17,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,16,0.0,-100.0
Ashley Moody,,R,FL,3,3,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,11,11,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Jerry Moran,,R,KS,7,7,1.0,100.0,11,12,0.916667,83.3333,11,11,1.0,100.0,16,17,0.941176,88.2353,6,7,0.857143,71.4286,14,17,0.823529,64.7059,16,19,0.842105,68.4211,15,18,0.833333,66.6667,14,16,0.875,75.0,2,9,0.222222,-55.5556,18,18,1.0,100.0
Bernie Moreno,,R,OH,3,3,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Markwayne Mullin,,R,OK,7,7,1.0,100.0,8,8,1.0,100.0,7,7,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,15,0.933333,86.6667,10,12,0.833333,66.6667,9,9,1.0,100.0,3,3,1.0,100.0,2,2,1.0,100.0,12,12,1.0,100.0
Lisa Murkowski,,R,AK,7,7,1.0,100.0,9,12,0.75,50.0,10,11,0.909091,81.8182,21,22,0.954545,90.9091,6,7,0.857143,71.4286,14,17,0.823529,64.7059,12,19,0.631579,26.3158,15,18,0.833333,66.6667,10,16,0.625,25.0,2,7,0.285714,-42.8571,15,18,0.833333,66.6667
Christopher Murphy,,D,CT,3,7,0.428571,-14.2857,0,12,0.0,-100.0,0,11,0.0,-100.0,0,19,0.0,-100.0,0,7,0.0,-100.0,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,18,0.0,-100.0
Patty Murray,,D,WA,0,7,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,1,7,0.142857,-71.4286,0,16,0.0,-100.0,0,18,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Jon Ossoff,,D,GA,3,7,0.428571,-14.2857,2,12,0.166667,-66.6667,1,11,0.090909,-81.8182,2,22,0.090909,-81.8182,2,7,0.285714,-42.8571,3,17,0.176471,-64.7059,0,20,0.0,-100.0,2,18,0.111111,-77.7778,0,16,0.0,-100.0,0,9,0.0,-100.0,3,18,0.166667,-66.6667
Alex Padilla,,D,CA,0,7,0.0,-100.0,2,12,0.166667,-66.6667,1,11,0.090909,-81.8182,2,22,0.090909,-81.8182,1,7,0.142857,-71.4286,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,18,0.0,-100.0
Rand Paul,,R,KY,6,7,0.857143,71.4286,12,12,1.0,100.0,11,11,1.0,100.0,17,21,0.809524,61.9048,3,5,0.6,20.0,15,17,0.882353,76.4706,20,20,1.0,100.0,16,18,0.888889,77.7778,14,16,0.875,75.0,9,9,1.0,100.0,13,15,0.866667,73.3333
Gary Peters,,D,MI,3,7,0.428571,-14.2857,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,1,7,0.142857,-71.4286,3,17,0.176471,-64.7059,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
John Reed,,D,RI,0,7,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,0,7,0.0,-100.0,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,18,0.0,-100.0
Pete Ricketts,,R,NE,7,7,1.0,100.0,8,8,1.0,100.0,7,7,1.0,100.0,21,21,1.0,100.0,2,2,1.0,100.0,15,15,1.0,100.0,12,12,1.0,100.0,13,13,1.0,100.0,5,5,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0
James  Risch,,R,ID,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,22,22,1.0,100.0,7,7,1.0,100.0,17,17,1.0,100.0,20,20,1.0,100.0,16,16,1.0,100.0,16,16,1.0,100.0,9,9,1.0,100.0,17,17,1.0,100.0
Jacky Rosen,,D,NV,0,3,0.0,-100.0,3,8,0.375,-25.0,1,5,0.2,-60.0,4,19,0.210526,-57.8947,2,2,1.0,100.0,6,14,0.428571,-14.2857,0,10,0.0,-100.0,0,13,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,2,14,0.142857,-71.4286
Mike Rounds,,R,SD,7,7,1.0,100.0,10,12,0.833333,66.6667,11,11,1.0,100.0,21,22,0.954545,90.9091,4,5,0.8,60.0,16,17,0.941176,88.2353,18,20,0.9,80.0,15,18,0.833333,66.6667,13,13,1.0,100.0,5,9,0.555556,11.1111,16,17,0.941176,88.2353
Bernie Sanders,,I,VT,0,3,0.0,-100.0,0,8,0.0,-100.0,0,5,0.0,-100.0,0,19,0.0,-100.0,0,2,0.0,-100.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,13,0.0,-100.0
Brian Schatz,,D,HI,0,7,0.0,-100.0,0,10,0.0,-100.0,0,10,0.0,-100.0,0,22,0.0,-100.0,1,7,0.142857,-71.4286,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Adam Schiff,,D,CA,0,3,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,16,0.125,-75.0,1,2,0.5,0.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,13,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Eric  Schmitt,,R,MO,7,7,1.0,100.0,6,6,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,2,2,1.0,100.0,15,15,1.0,100.0,12,12,1.0,100.0,13,13,1.0,100.0,5,5,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0
Charles Schumer,,D,NY,1,7,0.142857,-71.4286,3,12,0.25,-50.0,5,11,0.454545,-9.0909,0,22,0.0,-100.0,1,7,0.142857,-71.4286,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Rick Scott,,R,FL,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,22,22,1.0,100.0,6,7,0.857143,71.4286,17,17,1.0,100.0,20,20,1.0,100.0,18,18,1.0,100.0,16,16,1.0,100.0,9,9,1.0,100.0,16,18,0.888889,77.7778
Tim Scott,,R,SC,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,20,20,1.0,100.0,7,7,1.0,100.0,17,17,1.0,100.0,20,20,1.0,100.0,16,16,1.0,100.0,16,16,1.0,100.0,8,8,1.0,100.0,17,17,1.0,100.0
Jeanne Shaheen,,D,NH,0,4,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,2,19,0.105263,-78.9474,1,7,0.142857,-71.4286,5,17,0.294118,-41.1765,0,20,0.0,-100.0,0,18,0.0,-100.0,2,16,0.125,-75.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Tim Sheehy,,R,MT,3,3,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Elissa Slotkin,,D,MI,0,3,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,19,0.105263,-78.9474,1,2,0.5,0.0,3,14,0.214286,-57.1429,0,10,0.0,-100.0,1,13,0.076923,-84.6154,0,5,0.0,-100.0,0,1,0.0,-100.0,2,14,0.142857,-71.4286
Tina Smith,,D,MN,0,7,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,0,7,0.0,-100.0,0,17,0.0,-100.0,0,19,0.0,-100.0,0,15,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,16,0.0,-100.0
Dan Sullivan,,R,AK,7,7,1.0,100.0,12,12,1.0,100.0,10,11,0.909091,81.8182,22,22,1.0,100.0,7,7,1.0,100.0,17,17,1.0,100.0,18,20,0.9,80.0,16,16,1.0,100.0,13,15,0.866667,73.3333,8,9,0.888889,77.7778,18,18,1.0,100.0
John Thune,,R,SD,7,7,1.0,100.0,11,12,0.916667,83.3333,11,11,1.0,100.0,19,21,0.904762,80.9524,7,7,1.0,100.0,14,17,0.823529,64.7059,18,20,0.9,80.0,15,18,0.833333,66.6667,13,16,0.8125,62.5,7,7,1.0,100.0,18,18,1.0,100.0
Thomas Tillis,,R,NC,6,7,0.857143,71.4286,10,12,0.833333,66.6667,10,11,0.909091,81.8182,19,20,0.95,90.0,6,7,0.857143,71.4286,15,16,0.9375,87.5,13,20,0.65,30.0,15,17,0.882353,76.4706,8,16,0.5,0.0,2,9,0.222222,-55.5556,15,16,0.9375,87.5
Tommy Tuberville,,R,AL,7,7,1.0,100.0,10,11,0.909091,81.8182,11,11,1.0,100.0,19,19,1.0,100.0,7,7,1.0,100.0,13,15,0.866667,73.3333,20,20,1.0,100.0,18,18,1.0,100.0,16,16,1.0,100.0,9,9,1.0,100.0,18,18,1.0,100.0
Chris Van Hollen,,D,MD,0,7,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,0,7,0.0,-100.0,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,18,0.0,-100.0
Mark Warner,,D,VA,3,7,0.428571,-14.2857,2,12,0.166667,-66.6667,3,11,0.272727,-45.4545,2,22,0.090909,-81.8182,2,7,0.285714,-42.8571,4,17,0.235294,-52.9412,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Raphael Warnock,,D,GA,3,7,0.428571,-14.2857,2,12,0.166667,-66.6667,1,10,0.1,-80.0,2,22,0.090909,-81.8182,1,7,0.142857,-71.4286,3,17,0.176471,-64.7059,0,18,0.0,-100.0,2,15,0.133333,-73.3333,0,16,0.0,-100.0,0,9,0.0,-100.0,1,18,0.055556,-88.8889
Elizabeth Warren,,D,MA,0,7,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,0,7,0.0,-100.0,1,17,0.058824,-88.2353,2,20,0.1,-80.0,0,16,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,17,0.0,-100.0
Peter Welch,,D,VT,0,7,0.0,-100.0,0,8,0.0,-100.0,0,7,0.0,-100.0,0,21,0.0,-100.0,1,2,0.5,0.0,0,15,0.0,-100.0,0,12,0.0,-100.0,0,13,0.0,-100.0,0,5,0.0,-100.0,0,2,0.0,-100.0,2,14,0.142857,-71.4286
Sheldon Whitehouse,,D,RI,0,4,0.0,-100.0,0,12,0.0,-100.0,0,10,0.0,-100.0,0,22,0.0,-100.0,1,7,0.142857,-71.4286,0,15,0.0,-100.0,0,19,0.0,-100.0,0,13,0.0,-100.0,0,15,0.0,-100.0,0,9,0.0,-100.0,2,16,0.125,-75.0
Roger Wicker,,R,MS,7,7,1.0,100.0,9,10,0.9,80.0,10,10,1.0,100.0,21,22,0.954545,90.9091,6,7,0.857143,71.4286,15,17,0.882353,76.4706,19,20,0.95,90.0,12,15,0.8,60.0,14,16,0.875,75.0,2,9,0.222222,-55.5556,18,18,1.0,100.0
Ron Wyden,,D,OR,0,7,0.0,-100.0,1,12,0.083333,-83.3333,2,11,0.181818,-63.6364,0,22,0.0,-100.0,0,7,0.0,-100.0,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,18,0.0,-100.0
Todd Young,,R,IN,7,7,1.0,100.0,9,12,0.75,50.0,10,11,0.909091,81.8182,21,22,0.954545,90.9091,6,7,0.857143,71.4286,14,17,0.823529,64.7059,13,20,0.65,30.0,15,18,0.833333,66.6667,13,16,0.8125,62.5,2,9,0.222222,-55.5556,17,18,0.944444,88.8889
Grijalva,G000606,D,AZ,0,0,0.0,0.0,0,2,0.0,-100.0,0,1,0.0,-100.0,0,8,0.0,-100.0,0,1,0.0,-100.0,0,1,0.0,-100.0,0,0,0.0,0.0,0,2,0.0,-100.0,0,2,0.0,-100.0,0,0,0.0,0.0,0,5,0.0,-100.0
Walkinshaw,W000831,D,VA,0,0,0.0,0.0,0,2,0.0,-100.0,0,1,0.0,-100.0,0,8,0.0,-100.0,0,1,0.0,-100.0,0,1,0.0,-100.0,0,0,0.0,0.0,0,2,0.0,-100.0,0,2,0.0,-100.0,0,0,0.0,0.0,0,5,0.0,-100.0
Menefee,M001245,D,TX,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,-100.0,0,1,0.0,-100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,4,0.0,-100.0
Van Epps,V000139,R,TN,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,3,1.0,100.0,1,1,1.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,2,1.0,100.0,0,0,0.0,0.0,4,4,1.0,100.0
Turner (TX),T000489,D,TX,0,2,0.0,-100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,3,0.0,-100.0,0,0,0.0,0.0,0,3,0.0,-100.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,-100.0
Caraveo,C001134,D,CO,0,3,0.0,-100.0,1,1,1.0,100.0,0,1,0.0,-100.0,2,2,1.0,100.0,0,2,0.0,-100.0,0,0,0.0,0.0,0,0,0.0,0.0,2,2,1.0,100.0,2,2,1.0,100.0,0,0,0.0,0.0,2,2,1.0,100.0
Chavez-DeRemer,C001135,R,OR,3,3,1.0,100.0,1,1,1.0,100.0,1,1,1.0,100.0,2,2,1.0,100.0,2,2,1.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,2,2,1.0,100.0
D'Esposito,D000632,R,NY,3,3,1.0,100.0,1,1,1.0,100.0,1,1,1.0,100.0,2,2,1.0,100.0,2,2,1.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,2,2,1.0,100.0,2,2,1.0,100.0,0,0,0.0,0.0,2,2,1.0,100.0
Duarte,D000633,R,CA,3,3,1.0,100.0,1,1,1.0,100.0,1,1,1.0,100.0,2,2,1.0,100.0,2,2,1.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,2,2,1.0,100.0,2,2,1.0,100.0,0,0,0.0,0.0,2,2,1.0,100.0
Jackson (NC),J000308,D,NC,0,3,0.0,-100.0,0,1,0.0,-100.0,0,1,0.0,-100.0,0,2,0.0,-100.0,0,2,0.0,-100.0,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,100.0,0,0,0.0,0.0,0,0,0.0,0.0,2,2,1.0,100.0
